"Date","Time","Time (abs)","Actual Axle Torque (Value [Nm])","Steering Wheel Angle (Value [deg])","Vehicle Speed Average Driven (Value [km / h])"
2026-04-15,16-08-01,2341.119,36.0,-1.88,8.67
2026-04-15,16-08-01,2341.129,36.0,-1.75,8.67
2026-04-15,16-08-01,2341.139,36.0,-1.75,8.67
2026-04-15,16-08-01,2341.149,36.0,-1.75,8.67
2026-04-15,16-08-01,2341.159,36.0,-1.81,8.67
2026-04-15,16-08-01,2341.169,36.0,-1.81,8.67
2026-04-15,16-08-01,2341.179,36.0,-1.81,8.67
2026-04-15,16-08-01,2341.189,36.0,-1.88,8.67
2026-04-15,16-08-01,2341.199,36.0,-1.81,8.67
2026-04-15,16-08-01,2341.209,36.0,-1.75,8.67
2026-04-15,16-08-01,2341.219,36.0,-1.75,8.67
2026-04-15,16-08-01,2341.229,36.0,-1.75,8.67
2026-04-15,16-08-01,2341.239,36.0,-1.75,8.67
2026-04-15,16-08-01,2341.249,36.0,-1.75,8.67
2026-04-15,16-08-01,2341.259,36.0,-1.69,8.67
2026-04-15,16-08-01,2341.269,36.0,-1.75,8.69
2026-04-15,16-08-01,2341.279,36.0,-1.75,8.69
2026-04-15,16-08-01,2341.289,36.0,-1.81,8.69
2026-04-15,16-08-01,2341.299,36.0,-1.75,8.69
2026-04-15,16-08-01,2341.309,36.0,-1.69,8.69
2026-04-15,16-08-01,2341.319,36.0,-1.75,8.69
2026-04-15,16-08-01,2341.329,36.0,-1.81,8.69
2026-04-15,16-08-01,2341.339,36.0,-1.81,8.69
2026-04-15,16-08-01,2341.349,36.0,-1.81,8.69
2026-04-15,16-08-01,2341.359,36.0,-1.88,8.69
2026-04-15,16-08-01,2341.369,36.0,-1.81,8.70
2026-04-15,16-08-01,2341.379,36.0,-1.81,8.70
2026-04-15,16-08-01,2341.389,36.0,-1.75,8.70
2026-04-15,16-08-01,2341.399,36.0,-1.81,8.70
2026-04-15,16-08-01,2341.409,36.0,-1.81,8.70
2026-04-15,16-08-01,2341.419,36.0,-1.75,8.70
2026-04-15,16-08-01,2341.429,36.0,-1.75,8.70
2026-04-15,16-08-01,2341.439,36.0,-1.88,8.70
2026-04-15,16-08-01,2341.449,36.0,-1.75,8.70
2026-04-15,16-08-01,2341.459,36.0,-1.81,8.70
2026-04-15,16-08-01,2341.469,44.0,-1.88,8.70
2026-04-15,16-08-01,2341.479,46.0,-1.81,8.70
2026-04-15,16-08-01,2341.489,48.0,-1.81,8.70
2026-04-15,16-08-01,2341.499,54.0,-1.81,8.70
2026-04-15,16-08-01,2341.509,54.0,-1.81,8.70
2026-04-15,16-08-01,2341.519,54.0,-1.81,8.70
2026-04-15,16-08-01,2341.529,56.0,-1.81,8.70
2026-04-15,16-08-01,2341.539,56.0,-1.81,8.70
2026-04-15,16-08-01,2341.549,58.0,-1.81,8.70
2026-04-15,16-08-01,2341.559,58.0,-1.94,8.70
2026-04-15,16-08-01,2341.569,58.0,-1.75,8.70
2026-04-15,16-08-01,2341.579,60.0,-1.88,8.70
2026-04-15,16-08-01,2341.59,60.0,-1.88,8.70
2026-04-15,16-08-01,2341.6,60.0,-1.81,8.70
2026-04-15,16-08-01,2341.61,60.0,-1.81,8.70
2026-04-15,16-08-01,2341.62,60.0,-1.88,8.70
2026-04-15,16-08-01,2341.63,60.0,-1.88,8.70
2026-04-15,16-08-01,2341.64,60.0,-1.75,8.70
2026-04-15,16-08-02,2341.651,60.0,-1.81,8.70
2026-04-15,16-08-02,2341.661,60.0,-1.81,8.70
2026-04-15,16-08-02,2341.671,60.0,-1.81,8.70
2026-04-15,16-08-02,2341.681,60.0,-1.81,8.70
2026-04-15,16-08-02,2341.691,60.0,-1.81,8.70
2026-04-15,16-08-02,2341.701,60.0,-1.88,8.70
2026-04-15,16-08-02,2341.711,60.0,-1.81,8.70
2026-04-15,16-08-02,2341.721,60.0,-1.88,8.70
2026-04-15,16-08-02,2341.731,60.0,-1.81,8.70
2026-04-15,16-08-02,2341.741,60.0,-1.81,8.70
2026-04-15,16-08-02,2341.751,60.0,-1.88,8.70
2026-04-15,16-08-02,2341.761,60.0,-1.88,8.70
2026-04-15,16-08-02,2341.771,60.0,-1.81,8.73
2026-04-15,16-08-02,2341.781,60.0,-1.81,8.73
2026-04-15,16-08-02,2341.791,60.0,-1.81,8.73
2026-04-15,16-08-02,2341.801,60.0,-1.75,8.73
2026-04-15,16-08-02,2341.811,60.0,-1.75,8.73
2026-04-15,16-08-02,2341.821,60.0,-1.75,8.73
2026-04-15,16-08-02,2341.831,60.0,-1.88,8.73
2026-04-15,16-08-02,2341.841,60.0,-1.81,8.73
2026-04-15,16-08-02,2341.851,60.0,-1.88,8.73
2026-04-15,16-08-02,2341.861,60.0,-1.88,8.73
2026-04-15,16-08-02,2341.871,60.0,-1.94,8.80
2026-04-15,16-08-02,2341.881,62.0,-1.81,8.80
