"Date","Time","Time (abs)","Actual Axle Torque (Value [Nm])","Steering Wheel Angle (Value [deg])","Vehicle Speed Average Driven (Value [km / h])"
2026-04-15,16-05-31,2190.685,78.0,-1.06,10.16
2026-04-15,16-05-31,2190.695,78.0,-1.12,10.16
2026-04-15,16-05-31,2190.705,78.0,-1.12,10.16
2026-04-15,16-05-31,2190.715,80.0,-1.12,10.16
2026-04-15,16-05-31,2190.725,80.0,-1.12,10.16
2026-04-15,16-05-31,2190.735,86.0,-1.06,10.16
2026-04-15,16-05-31,2190.745,88.0,-1.06,10.16
2026-04-15,16-05-31,2190.755,88.0,-1.12,10.14
2026-04-15,16-05-31,2190.765,88.0,-1.12,10.14
2026-04-15,16-05-31,2190.775,88.0,-1.19,10.14
2026-04-15,16-05-31,2190.785,88.0,-1.12,10.14
2026-04-15,16-05-31,2190.795,88.0,-1.12,10.14
2026-04-15,16-05-31,2190.805,90.0,-1.19,10.14
2026-04-15,16-05-31,2190.815,90.0,-1.12,10.14
2026-04-15,16-05-31,2190.825,90.0,-1.12,10.14
2026-04-15,16-05-31,2190.835,94.0,-1.12,10.14
2026-04-15,16-05-31,2190.845,96.0,-1.06,10.14
2026-04-15,16-05-31,2190.855,96.0,-1.06,10.12
2026-04-15,16-05-31,2190.865,98.0,-1.12,10.12
2026-04-15,16-05-31,2190.875,98.0,-1.12,10.12
2026-04-15,16-05-31,2190.885,98.0,-1.06,10.12
2026-04-15,16-05-31,2190.895,98.0,-1.00,10.12
2026-04-15,16-05-31,2190.905,98.0,-1.06,10.12
2026-04-15,16-05-31,2190.915,98.0,-1.06,10.12
2026-04-15,16-05-31,2190.925,98.0,-1.12,10.12
2026-04-15,16-05-31,2190.935,98.0,-1.12,10.12
2026-04-15,16-05-31,2190.945,98.0,-1.06,10.12
2026-04-15,16-05-31,2190.955,98.0,-1.12,10.11
2026-04-15,16-05-31,2190.965,98.0,-1.06,10.11
2026-04-15,16-05-31,2190.975,98.0,-1.00,10.11
2026-04-15,16-05-31,2190.985,98.0,-1.06,10.11
2026-04-15,16-05-31,2190.995,98.0,-1.06,10.11
2026-04-15,16-05-31,2191.005,98.0,-1.06,10.11
2026-04-15,16-05-31,2191.015,98.0,-1.12,10.11
2026-04-15,16-05-31,2191.025,98.0,-1.00,10.11
2026-04-15,16-05-31,2191.035,98.0,-1.00,10.11
2026-04-15,16-05-31,2191.045,98.0,-0.94,10.11
2026-04-15,16-05-31,2191.056,98.0,-1.00,10.09
2026-04-15,16-05-31,2191.066,98.0,-1.06,10.09
2026-04-15,16-05-31,2191.076,98.0,-1.00,10.09
2026-04-15,16-05-31,2191.086,98.0,-1.06,10.09
2026-04-15,16-05-31,2191.096,98.0,-1.06,10.09
2026-04-15,16-05-31,2191.107,98.0,-1.06,10.09
2026-04-15,16-05-31,2191.117,98.0,-1.00,10.09
2026-04-15,16-05-31,2191.127,98.0,-1.06,10.09
2026-04-15,16-05-31,2191.137,98.0,-1.00,10.09
2026-04-15,16-05-31,2191.147,98.0,-1.00,10.09
2026-04-15,16-05-31,2191.157,98.0,-1.06,10.09
2026-04-15,16-05-31,2191.167,98.0,-0.94,10.09
2026-04-15,16-05-31,2191.177,98.0,-0.94,10.09
2026-04-15,16-05-31,2191.187,98.0,-1.00,10.09
