"Date","Time","Time (abs)","Actual Axle Torque (Value [Nm])","Steering Wheel Angle (Value [deg])","Vehicle Speed Average Driven (Value [km / h])"
2026-04-15,15-55-24,1583.829,198.0,439.44,5.91
2026-04-15,15-55-24,1583.839,198.0,439.44,5.91
2026-04-15,15-55-24,1583.849,194.0,439.44,5.91
2026-04-15,15-55-24,1583.859,194.0,439.50,5.91
2026-04-15,15-55-24,1583.869,194.0,439.44,5.91
2026-04-15,15-55-24,1583.879,194.0,439.50,5.91
2026-04-15,15-55-24,1583.889,194.0,439.50,5.91
2026-04-15,15-55-24,1583.899,194.0,439.44,5.97
2026-04-15,15-55-24,1583.909,194.0,439.50,5.97
2026-04-15,15-55-24,1583.919,194.0,439.50,5.97
2026-04-15,15-55-24,1583.929,194.0,439.50,5.97
2026-04-15,15-55-24,1583.939,194.0,439.50,5.97
2026-04-15,15-55-24,1583.949,194.0,439.50,5.97
2026-04-15,15-55-24,1583.959,194.0,439.50,5.97
2026-04-15,15-55-24,1583.969,194.0,439.50,5.97
2026-04-15,15-55-24,1583.981,194.0,439.44,5.97
2026-04-15,15-55-24,1583.991,194.0,439.44,5.97
2026-04-15,15-55-24,1584.001,194.0,439.38,6.00
2026-04-15,15-55-24,1584.011,194.0,439.38,6.00
2026-04-15,15-55-24,1584.021,194.0,439.44,6.00
2026-04-15,15-55-24,1584.031,194.0,439.44,6.00
2026-04-15,15-55-24,1584.041,194.0,439.50,6.00
2026-04-15,15-55-24,1584.051,194.0,439.44,6.00
2026-04-15,15-55-24,1584.061,194.0,439.50,6.00
2026-04-15,15-55-24,1584.071,194.0,439.38,6.00
2026-04-15,15-55-24,1584.081,194.0,439.38,6.00
2026-04-15,15-55-24,1584.091,194.0,439.50,6.00
2026-04-15,15-55-24,1584.101,194.0,439.50,6.06
2026-04-15,15-55-24,1584.111,194.0,439.50,6.06
2026-04-15,15-55-24,1584.122,194.0,439.44,6.06
2026-04-15,15-55-24,1584.132,194.0,439.38,6.06
2026-04-15,15-55-24,1584.142,194.0,439.38,6.06
2026-04-15,15-55-24,1584.152,194.0,439.38,6.06
2026-04-15,15-55-24,1584.162,194.0,439.31,6.06
2026-04-15,15-55-24,1584.172,194.0,439.44,6.06
2026-04-15,15-55-24,1584.182,194.0,439.44,6.06
2026-04-15,15-55-24,1584.192,194.0,439.44,6.06
2026-04-15,15-55-24,1584.202,194.0,439.38,6.09
2026-04-15,15-55-24,1584.212,194.0,439.38,6.09
2026-04-15,15-55-24,1584.222,194.0,439.38,6.09
2026-04-15,15-55-24,1584.233,194.0,439.38,6.09
2026-04-15,15-55-24,1584.242,194.0,439.38,6.09
2026-04-15,15-55-24,1584.252,196.0,439.50,6.09
2026-04-15,15-55-24,1584.262,206.0,439.38,6.09
2026-04-15,15-55-24,1584.272,212.0,439.44,6.09
2026-04-15,15-55-24,1584.282,212.0,439.38,6.09
2026-04-15,15-55-24,1584.292,222.0,439.38,6.09
2026-04-15,15-55-24,1584.302,228.0,439.38,6.12
2026-04-15,15-55-24,1584.313,236.0,439.38,6.12
2026-04-15,15-55-24,1584.323,240.0,439.50,6.12
2026-04-15,15-55-24,1584.334,242.0,439.38,6.12
2026-04-15,15-55-24,1584.344,242.0,439.44,6.12
2026-04-15,15-55-24,1584.354,242.0,439.50,6.12
2026-04-15,15-55-24,1584.364,242.0,439.50,6.12
2026-04-15,15-55-24,1584.375,244.0,439.56,6.12
2026-04-15,15-55-24,1584.385,244.0,439.38,6.12
2026-04-15,15-55-24,1584.395,244.0,439.38,6.19
2026-04-15,15-55-24,1584.405,244.0,439.50,6.19
2026-04-15,15-55-24,1584.415,244.0,439.44,6.19
2026-04-15,15-55-24,1584.425,244.0,439.44,6.19
2026-04-15,15-55-24,1584.435,244.0,439.44,6.19
2026-04-15,15-55-24,1584.445,244.0,439.44,6.19
2026-04-15,15-55-24,1584.455,244.0,439.44,6.19
2026-04-15,15-55-24,1584.465,244.0,439.50,6.19
2026-04-15,15-55-24,1584.475,244.0,439.44,6.19
2026-04-15,15-55-24,1584.485,244.0,439.44,6.19
2026-04-15,15-55-24,1584.495,244.0,439.44,6.27
2026-04-15,15-55-24,1584.505,244.0,439.50,6.27
2026-04-15,15-55-24,1584.516,244.0,439.44,6.27
2026-04-15,15-55-24,1584.526,244.0,439.38,6.27
2026-04-15,15-55-24,1584.536,244.0,439.44,6.27
2026-04-15,15-55-24,1584.546,244.0,439.38,6.27
2026-04-15,15-55-24,1584.556,244.0,439.44,6.27
2026-04-15,15-55-24,1584.566,244.0,439.44,6.27
2026-04-15,15-55-24,1584.576,244.0,439.44,6.27
2026-04-15,15-55-24,1584.586,244.0,439.44,6.27
2026-04-15,15-55-24,1584.596,244.0,439.44,6.33
2026-04-15,15-55-24,1584.606,244.0,439.44,6.33
2026-04-15,15-55-24,1584.616,244.0,439.44,6.33
2026-04-15,15-55-24,1584.626,244.0,439.38,6.33
2026-04-15,15-55-24,1584.636,244.0,439.44,6.33
2026-04-15,15-55-24,1584.646,244.0,439.44,6.33
2026-04-15,15-55-25,1584.656,244.0,439.44,6.33
2026-04-15,15-55-25,1584.666,244.0,439.38,6.33
2026-04-15,15-55-25,1584.676,240.0,439.38,6.33
2026-04-15,15-55-25,1584.686,228.0,439.38,6.33
2026-04-15,15-55-25,1584.696,220.0,439.38,6.44
2026-04-15,15-55-25,1584.706,210.0,439.44,6.44
2026-04-15,15-55-25,1584.716,210.0,439.44,6.44
2026-04-15,15-55-25,1584.726,206.0,439.44,6.44
2026-04-15,15-55-25,1584.736,204.0,439.38,6.44
2026-04-15,15-55-25,1584.746,204.0,439.50,6.44
2026-04-15,15-55-25,1584.756,204.0,439.50,6.44
2026-04-15,15-55-25,1584.766,204.0,439.44,6.44
2026-04-15,15-55-25,1584.776,200.0,439.56,6.44
2026-04-15,15-55-25,1584.786,200.0,439.44,6.44
2026-04-15,15-55-25,1584.796,200.0,439.44,6.47
2026-04-15,15-55-25,1584.806,200.0,439.44,6.47
2026-04-15,15-55-25,1584.816,200.0,439.38,6.47
2026-04-15,15-55-25,1584.826,200.0,439.44,6.47
2026-04-15,15-55-25,1584.836,200.0,439.44,6.47
2026-04-15,15-55-25,1584.846,200.0,439.44,6.47
2026-04-15,15-55-25,1584.856,200.0,439.31,6.47
2026-04-15,15-55-25,1584.866,200.0,439.44,6.47
2026-04-15,15-55-25,1584.876,200.0,439.38,6.47
2026-04-15,15-55-25,1584.886,200.0,439.44,6.47
2026-04-15,15-55-25,1584.896,200.0,439.44,6.53
2026-04-15,15-55-25,1584.906,200.0,439.38,6.53
2026-04-15,15-55-25,1584.916,200.0,439.38,6.53
2026-04-15,15-55-25,1584.926,200.0,439.50,6.53
2026-04-15,15-55-25,1584.936,200.0,439.44,6.53
2026-04-15,15-55-25,1584.946,200.0,439.50,6.53
2026-04-15,15-55-25,1584.956,200.0,439.38,6.53
2026-04-15,15-55-25,1584.966,200.0,439.44,6.53
2026-04-15,15-55-25,1584.976,200.0,439.44,6.53
2026-04-15,15-55-25,1584.986,200.0,439.44,6.53
2026-04-15,15-55-25,1584.996,200.0,439.44,6.58
2026-04-15,15-55-25,1585.006,198.0,439.44,6.58
2026-04-15,15-55-25,1585.016,198.0,439.38,6.58
2026-04-15,15-55-25,1585.026,192.0,439.44,6.58
2026-04-15,15-55-25,1585.036,192.0,439.56,6.58
2026-04-15,15-55-25,1585.046,192.0,439.50,6.58
2026-04-15,15-55-25,1585.056,192.0,439.44,6.58
2026-04-15,15-55-25,1585.066,192.0,439.50,6.58
2026-04-15,15-55-25,1585.076,188.0,439.44,6.58
2026-04-15,15-55-25,1585.086,188.0,439.50,6.58
2026-04-15,15-55-25,1585.096,188.0,439.50,6.58
2026-04-15,15-55-25,1585.106,188.0,439.38,6.58
2026-04-15,15-55-25,1585.116,188.0,439.44,6.58
2026-04-15,15-55-25,1585.126,188.0,439.38,6.58
2026-04-15,15-55-25,1585.136,188.0,439.44,6.58
2026-04-15,15-55-25,1585.146,188.0,439.38,6.58
2026-04-15,15-55-25,1585.156,188.0,439.50,6.58
2026-04-15,15-55-25,1585.166,188.0,439.44,6.58
2026-04-15,15-55-25,1585.176,188.0,439.44,6.58
2026-04-15,15-55-25,1585.186,188.0,439.50,6.58
2026-04-15,15-55-25,1585.196,188.0,439.44,6.66
2026-04-15,15-55-25,1585.206,188.0,439.56,6.66
2026-04-15,15-55-25,1585.216,188.0,439.44,6.66
2026-04-15,15-55-25,1585.226,188.0,439.38,6.66
2026-04-15,15-55-25,1585.236,188.0,439.50,6.66
2026-04-15,15-55-25,1585.246,188.0,439.50,6.66
2026-04-15,15-55-25,1585.256,178.0,439.44,6.66
2026-04-15,15-55-25,1585.266,178.0,439.50,6.66
2026-04-15,15-55-25,1585.276,172.0,439.50,6.66
2026-04-15,15-55-25,1585.287,172.0,439.44,6.66
2026-04-15,15-55-25,1585.297,170.0,439.50,6.67
2026-04-15,15-55-25,1585.307,170.0,439.50,6.67
2026-04-15,15-55-25,1585.317,170.0,439.50,6.67
2026-04-15,15-55-25,1585.327,168.0,439.44,6.67
2026-04-15,15-55-25,1585.337,166.0,439.56,6.67
2026-04-15,15-55-25,1585.347,166.0,439.50,6.67
2026-04-15,15-55-25,1585.357,166.0,439.50,6.67
2026-04-15,15-55-25,1585.367,166.0,439.50,6.67
2026-04-15,15-55-25,1585.377,166.0,439.50,6.67
2026-04-15,15-55-25,1585.388,166.0,439.50,6.67
2026-04-15,15-55-25,1585.398,166.0,439.56,6.69
2026-04-15,15-55-25,1585.408,166.0,439.62,6.69
2026-04-15,15-55-25,1585.418,166.0,439.50,6.69
2026-04-15,15-55-25,1585.428,166.0,439.62,6.69
2026-04-15,15-55-25,1585.438,166.0,439.62,6.69
2026-04-15,15-55-25,1585.448,166.0,439.50,6.69
2026-04-15,15-55-25,1585.458,166.0,439.56,6.69
2026-04-15,15-55-25,1585.468,166.0,439.62,6.69
2026-04-15,15-55-25,1585.478,166.0,439.62,6.69
2026-04-15,15-55-25,1585.488,166.0,439.62,6.69
2026-04-15,15-55-25,1585.498,166.0,439.56,6.73
2026-04-15,15-55-25,1585.508,166.0,439.56,6.73
2026-04-15,15-55-25,1585.518,166.0,439.56,6.73
2026-04-15,15-55-25,1585.528,166.0,439.50,6.73
2026-04-15,15-55-25,1585.538,166.0,439.56,6.73
2026-04-15,15-55-25,1585.548,166.0,439.50,6.73
2026-04-15,15-55-25,1585.558,166.0,439.56,6.73
2026-04-15,15-55-25,1585.568,166.0,439.62,6.73
2026-04-15,15-55-25,1585.578,166.0,439.56,6.73
2026-04-15,15-55-25,1585.588,166.0,439.50,6.73
2026-04-15,15-55-25,1585.598,166.0,439.56,6.75
2026-04-15,15-55-25,1585.608,166.0,439.56,6.75
2026-04-15,15-55-25,1585.618,166.0,439.56,6.75
2026-04-15,15-55-25,1585.628,166.0,439.62,6.75
2026-04-15,15-55-25,1585.638,166.0,439.62,6.75
2026-04-15,15-55-26,1585.648,166.0,439.50,6.75
2026-04-15,15-55-26,1585.658,166.0,439.50,6.75
2026-04-15,15-55-26,1585.668,166.0,439.56,6.75
2026-04-15,15-55-26,1585.678,166.0,439.50,6.75
2026-04-15,15-55-26,1585.688,166.0,439.50,6.75
2026-04-15,15-55-26,1585.698,166.0,439.56,6.80
2026-04-15,15-55-26,1585.708,166.0,439.56,6.80
2026-04-15,15-55-26,1585.718,166.0,439.50,6.80
2026-04-15,15-55-26,1585.728,166.0,439.50,6.80
2026-04-15,15-55-26,1585.738,166.0,439.50,6.80
2026-04-15,15-55-26,1585.748,166.0,439.50,6.80
2026-04-15,15-55-26,1585.758,166.0,439.56,6.80
2026-04-15,15-55-26,1585.768,166.0,439.62,6.80
2026-04-15,15-55-26,1585.778,166.0,439.56,6.80
2026-04-15,15-55-26,1585.788,166.0,439.56,6.80
2026-04-15,15-55-26,1585.799,166.0,439.50,6.84
2026-04-15,15-55-26,1585.809,166.0,439.50,6.84
2026-04-15,15-55-26,1585.819,166.0,439.62,6.84
2026-04-15,15-55-26,1585.829,166.0,439.62,6.84
2026-04-15,15-55-26,1585.839,166.0,439.50,6.84
2026-04-15,15-55-26,1585.849,166.0,439.62,6.84
2026-04-15,15-55-26,1585.859,166.0,439.62,6.84
2026-04-15,15-55-26,1585.869,166.0,439.56,6.84
2026-04-15,15-55-26,1585.879,166.0,439.56,6.84
2026-04-15,15-55-26,1585.889,166.0,439.56,6.84
2026-04-15,15-55-26,1585.899,166.0,439.62,6.94
2026-04-15,15-55-26,1585.909,166.0,439.56,6.94
2026-04-15,15-55-26,1585.919,166.0,439.56,6.94
2026-04-15,15-55-26,1585.929,166.0,439.56,6.94
2026-04-15,15-55-26,1585.939,164.0,439.56,6.94
2026-04-15,15-55-26,1585.949,164.0,439.56,6.94
2026-04-15,15-55-26,1585.959,164.0,439.56,6.94
2026-04-15,15-55-26,1585.969,164.0,439.56,6.94
2026-04-15,15-55-26,1585.979,164.0,439.56,6.94
2026-04-15,15-55-26,1585.989,164.0,439.56,6.94
2026-04-15,15-55-26,1585.999,164.0,439.56,6.97
2026-04-15,15-55-26,1586.009,164.0,439.56,6.97
