"Date","Time","Time (abs)","Actual Axle Torque (Value [Nm])","Steering Wheel Angle (Value [deg])","Vehicle Speed Average Driven (Value [km / h])"
2026-04-15,15-31-01,120.785,186.0,0.31,11.28
2026-04-15,15-31-01,120.795,186.0,0.31,11.28
2026-04-15,15-31-01,120.805,186.0,0.31,11.28
2026-04-15,15-31-01,120.815,186.0,0.25,11.28
2026-04-15,15-31-01,120.825,186.0,0.25,11.28
2026-04-15,15-31-01,120.835,184.0,0.31,11.28
2026-04-15,15-31-01,120.845,184.0,0.25,11.28
2026-04-15,15-31-01,120.856,184.0,0.25,11.28
2026-04-15,15-31-01,120.866,184.0,0.31,11.34
2026-04-15,15-31-01,120.876,184.0,0.31,11.34
2026-04-15,15-31-01,120.886,184.0,0.31,11.34
2026-04-15,15-31-01,120.896,184.0,0.25,11.34
2026-04-15,15-31-01,120.906,184.0,0.31,11.34
2026-04-15,15-31-01,120.916,184.0,0.31,11.34
2026-04-15,15-31-01,120.926,184.0,0.25,11.34
2026-04-15,15-31-01,120.936,184.0,0.25,11.34
2026-04-15,15-31-01,120.946,184.0,0.25,11.34
2026-04-15,15-31-01,120.956,184.0,0.31,11.34
2026-04-15,15-31-01,120.966,184.0,0.25,11.38
2026-04-15,15-31-01,120.976,184.0,0.25,11.38
2026-04-15,15-31-01,120.986,184.0,0.25,11.38
2026-04-15,15-31-01,120.997,184.0,0.31,11.38
2026-04-15,15-31-01,121.007,184.0,0.31,11.38
2026-04-15,15-31-01,121.017,184.0,0.25,11.38
2026-04-15,15-31-01,121.027,184.0,0.25,11.38
2026-04-15,15-31-01,121.037,184.0,0.25,11.38
2026-04-15,15-31-01,121.047,184.0,0.31,11.38
2026-04-15,15-31-01,121.058,184.0,0.31,11.38
2026-04-15,15-31-01,121.068,184.0,0.31,11.44
2026-04-15,15-31-01,121.078,184.0,0.31,11.44
2026-04-15,15-31-01,121.088,184.0,0.31,11.44
2026-04-15,15-31-01,121.098,184.0,0.31,11.44
2026-04-15,15-31-01,121.108,184.0,0.31,11.44
2026-04-15,15-31-01,121.118,184.0,0.25,11.44
2026-04-15,15-31-01,121.129,184.0,0.25,11.44
2026-04-15,15-31-01,121.139,184.0,0.25,11.44
2026-04-15,15-31-01,121.149,184.0,0.31,11.44
2026-04-15,15-31-01,121.159,184.0,0.25,11.44
2026-04-15,15-31-01,121.169,184.0,0.31,11.44
2026-04-15,15-31-01,121.179,184.0,0.31,11.44
2026-04-15,15-31-01,121.189,184.0,0.31,11.44
2026-04-15,15-31-01,121.199,184.0,0.25,11.44
2026-04-15,15-31-01,121.209,184.0,0.31,11.44
2026-04-15,15-31-01,121.219,184.0,0.25,11.44
2026-04-15,15-31-01,121.229,184.0,0.25,11.44
2026-04-15,15-31-01,121.239,184.0,0.31,11.44
2026-04-15,15-31-01,121.249,184.0,0.25,11.44
2026-04-15,15-31-01,121.259,184.0,0.25,11.44
2026-04-15,15-31-01,121.269,184.0,0.25,11.47
2026-04-15,15-31-01,121.279,184.0,0.25,11.47
2026-04-15,15-31-01,121.289,184.0,0.25,11.47
2026-04-15,15-31-01,121.299,184.0,0.25,11.47
2026-04-15,15-31-01,121.309,184.0,0.19,11.47
2026-04-15,15-31-01,121.319,184.0,0.25,11.47
2026-04-15,15-31-01,121.329,184.0,0.19,11.47
2026-04-15,15-31-01,121.339,184.0,0.19,11.47
2026-04-15,15-31-01,121.349,184.0,0.19,11.47
2026-04-15,15-31-01,121.359,184.0,0.19,11.47
2026-04-15,15-31-01,121.369,184.0,0.25,11.52
2026-04-15,15-31-01,121.379,184.0,0.25,11.52
2026-04-15,15-31-01,121.389,184.0,0.19,11.52
2026-04-15,15-31-01,121.399,184.0,0.19,11.52
2026-04-15,15-31-01,121.409,184.0,0.19,11.52
2026-04-15,15-31-01,121.419,184.0,0.19,11.52
2026-04-15,15-31-01,121.429,184.0,0.19,11.52
2026-04-15,15-31-01,121.439,184.0,0.19,11.52
2026-04-15,15-31-01,121.449,184.0,0.19,11.52
2026-04-15,15-31-01,121.459,184.0,0.19,11.52
2026-04-15,15-31-01,121.469,184.0,0.19,11.55
2026-04-15,15-31-01,121.479,184.0,0.19,11.55
2026-04-15,15-31-01,121.49,184.0,0.19,11.55
