"Date","Time","Time (abs)","Actual Axle Torque (Value [Nm])","Steering Wheel Angle (Value [deg])","Vehicle Speed Average Driven (Value [km / h])"
2026-04-15,16-00-54,1914.258,70.0,-90.44,4.56
2026-04-15,16-00-54,1914.268,70.0,-90.44,4.56
2026-04-15,16-00-54,1914.278,70.0,-90.50,4.56
2026-04-15,16-00-54,1914.288,70.0,-90.44,4.56
2026-04-15,16-00-54,1914.298,70.0,-90.50,4.56
2026-04-15,16-00-54,1914.308,70.0,-90.44,4.56
2026-04-15,16-00-54,1914.318,70.0,-90.44,4.56
2026-04-15,16-00-54,1914.328,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.338,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.348,70.0,-90.50,4.58
2026-04-15,16-00-54,1914.358,70.0,-90.50,4.58
2026-04-15,16-00-54,1914.368,70.0,-90.50,4.58
2026-04-15,16-00-54,1914.378,70.0,-90.38,4.58
2026-04-15,16-00-54,1914.388,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.398,70.0,-90.50,4.58
2026-04-15,16-00-54,1914.408,70.0,-90.50,4.58
2026-04-15,16-00-54,1914.418,70.0,-90.38,4.58
2026-04-15,16-00-54,1914.428,70.0,-90.38,4.58
2026-04-15,16-00-54,1914.438,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.448,70.0,-90.50,4.58
2026-04-15,16-00-54,1914.458,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.468,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.479,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.49,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.5,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.51,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.52,70.0,-90.44,4.58
2026-04-15,16-00-54,1914.53,70.0,-90.50,4.59
2026-04-15,16-00-54,1914.54,70.0,-90.44,4.59
2026-04-15,16-00-54,1914.55,70.0,-90.44,4.59
2026-04-15,16-00-54,1914.56,70.0,-90.44,4.59
2026-04-15,16-00-54,1914.57,70.0,-90.50,4.59
2026-04-15,16-00-54,1914.58,70.0,-90.50,4.59
2026-04-15,16-00-54,1914.59,70.0,-90.44,4.59
2026-04-15,16-00-54,1914.6,70.0,-90.44,4.59
2026-04-15,16-00-54,1914.61,70.0,-90.44,4.59
2026-04-15,16-00-54,1914.62,70.0,-90.50,4.59
2026-04-15,16-00-54,1914.63,70.0,-90.50,4.58
2026-04-15,16-00-54,1914.64,70.0,-90.44,4.58
2026-04-15,16-00-55,1914.65,70.0,-90.44,4.58
2026-04-15,16-00-55,1914.66,70.0,-90.44,4.58
2026-04-15,16-00-55,1914.67,70.0,-90.38,4.58
2026-04-15,16-00-55,1914.68,70.0,-90.44,4.58
2026-04-15,16-00-55,1914.69,70.0,-90.44,4.58
2026-04-15,16-00-55,1914.7,70.0,-90.50,4.58
2026-04-15,16-00-55,1914.71,70.0,-90.44,4.58
2026-04-15,16-00-55,1914.72,70.0,-90.44,4.58
2026-04-15,16-00-55,1914.73,70.0,-90.44,4.59
2026-04-15,16-00-55,1914.74,70.0,-90.50,4.59
2026-04-15,16-00-55,1914.75,70.0,-90.44,4.59
2026-04-15,16-00-55,1914.76,70.0,-90.44,4.59
2026-04-15,16-00-55,1914.77,70.0,-90.44,4.59
2026-04-15,16-00-55,1914.78,70.0,-90.38,4.59
2026-04-15,16-00-55,1914.79,70.0,-90.44,4.59
2026-04-15,16-00-55,1914.8,70.0,-90.50,4.59
2026-04-15,16-00-55,1914.81,70.0,-90.56,4.59
2026-04-15,16-00-55,1914.82,70.0,-90.50,4.59
2026-04-15,16-00-55,1914.83,70.0,-90.44,4.61
2026-04-15,16-00-55,1914.84,70.0,-90.38,4.61
2026-04-15,16-00-55,1914.85,70.0,-90.44,4.61
2026-04-15,16-00-55,1914.86,70.0,-90.50,4.61
2026-04-15,16-00-55,1914.87,70.0,-90.44,4.61
2026-04-15,16-00-55,1914.88,70.0,-90.50,4.61
2026-04-15,16-00-55,1914.89,70.0,-90.50,4.61
2026-04-15,16-00-55,1914.9,70.0,-90.44,4.61
2026-04-15,16-00-55,1914.91,70.0,-90.38,4.61
2026-04-15,16-00-55,1914.92,70.0,-90.38,4.61
2026-04-15,16-00-55,1914.93,70.0,-90.44,4.64
2026-04-15,16-00-55,1914.94,70.0,-90.50,4.64
2026-04-15,16-00-55,1914.95,70.0,-90.44,4.64
2026-04-15,16-00-55,1914.961,70.0,-90.38,4.64
2026-04-15,16-00-55,1914.971,70.0,-90.50,4.64
2026-04-15,16-00-55,1914.981,70.0,-90.44,4.64
2026-04-15,16-00-55,1914.991,70.0,-90.44,4.64
2026-04-15,16-00-55,1915.001,70.0,-90.38,4.64
2026-04-15,16-00-55,1915.011,70.0,-90.50,4.64
2026-04-15,16-00-55,1915.021,70.0,-90.44,4.64
2026-04-15,16-00-55,1915.031,70.0,-90.50,4.66
2026-04-15,16-00-55,1915.041,70.0,-90.50,4.66
2026-04-15,16-00-55,1915.051,70.0,-90.50,4.66
2026-04-15,16-00-55,1915.061,70.0,-90.44,4.66
2026-04-15,16-00-55,1915.071,70.0,-90.44,4.66
2026-04-15,16-00-55,1915.081,70.0,-90.50,4.66
2026-04-15,16-00-55,1915.091,70.0,-90.44,4.66
2026-04-15,16-00-55,1915.101,70.0,-90.44,4.66
2026-04-15,16-00-55,1915.111,70.0,-90.44,4.66
2026-04-15,16-00-55,1915.121,70.0,-90.44,4.66
2026-04-15,16-00-55,1915.131,70.0,-90.44,4.69
2026-04-15,16-00-55,1915.142,70.0,-90.50,4.69
2026-04-15,16-00-55,1915.152,70.0,-90.56,4.69
2026-04-15,16-00-55,1915.162,70.0,-90.44,4.69
2026-04-15,16-00-55,1915.172,70.0,-90.50,4.69
2026-04-15,16-00-55,1915.182,70.0,-90.50,4.69
2026-04-15,16-00-55,1915.192,70.0,-90.44,4.69
2026-04-15,16-00-55,1915.202,70.0,-90.44,4.69
2026-04-15,16-00-55,1915.212,70.0,-90.50,4.69
2026-04-15,16-00-55,1915.222,70.0,-90.56,4.69
2026-04-15,16-00-55,1915.232,70.0,-90.44,4.70
2026-04-15,16-00-55,1915.242,70.0,-90.56,4.70
2026-04-15,16-00-55,1915.252,70.0,-90.44,4.70
2026-04-15,16-00-55,1915.262,70.0,-90.44,4.70
2026-04-15,16-00-55,1915.272,70.0,-90.50,4.70
2026-04-15,16-00-55,1915.282,70.0,-90.56,4.70
2026-04-15,16-00-55,1915.292,70.0,-90.50,4.70
2026-04-15,16-00-55,1915.302,70.0,-90.56,4.70
2026-04-15,16-00-55,1915.312,70.0,-90.44,4.70
2026-04-15,16-00-55,1915.322,70.0,-90.44,4.70
2026-04-15,16-00-55,1915.332,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.342,70.0,-90.50,4.75
2026-04-15,16-00-55,1915.352,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.362,70.0,-90.50,4.75
2026-04-15,16-00-55,1915.372,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.382,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.392,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.402,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.412,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.422,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.432,70.0,-90.56,4.75
2026-04-15,16-00-55,1915.442,70.0,-90.50,4.75
2026-04-15,16-00-55,1915.452,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.462,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.472,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.482,70.0,-90.50,4.75
2026-04-15,16-00-55,1915.492,70.0,-90.44,4.75
2026-04-15,16-00-55,1915.502,70.0,-90.50,4.75
2026-04-15,16-00-55,1915.512,70.0,-90.50,4.75
2026-04-15,16-00-55,1915.522,70.0,-90.50,4.75
2026-04-15,16-00-55,1915.532,70.0,-90.44,4.77
2026-04-15,16-00-55,1915.542,70.0,-90.50,4.77
2026-04-15,16-00-55,1915.552,70.0,-90.50,4.77
2026-04-15,16-00-55,1915.562,70.0,-90.50,4.77
2026-04-15,16-00-55,1915.572,70.0,-90.50,4.77
2026-04-15,16-00-55,1915.582,70.0,-90.50,4.77
2026-04-15,16-00-55,1915.592,70.0,-90.44,4.77
2026-04-15,16-00-55,1915.602,70.0,-90.44,4.77
