"Date","Time","Time (abs)","Actual Axle Torque (Value [Nm])","Steering Wheel Angle (Value [deg])","Vehicle Speed Average Driven (Value [km / h])"
2026-04-15,16-07-02,2282.571,180.0,-2.31,5.98
2026-04-15,16-07-02,2282.581,180.0,-2.31,5.98
2026-04-15,16-07-02,2282.591,180.0,-2.38,5.98
2026-04-15,16-07-02,2282.601,180.0,-2.31,5.98
2026-04-15,16-07-02,2282.611,162.0,-2.31,5.98
2026-04-15,16-07-02,2282.621,162.0,-2.31,5.98
2026-04-15,16-07-02,2282.631,142.0,-2.31,5.98
2026-04-15,16-07-02,2282.641,98.0,-2.31,5.98
2026-04-15,16-07-03,2282.651,58.0,-2.31,5.98
2026-04-15,16-07-03,2282.661,30.0,-2.25,6.00
2026-04-15,16-07-03,2282.671,8.0,-2.25,6.00
2026-04-15,16-07-03,2282.681,8.0,-2.31,6.00
2026-04-15,16-07-03,2282.691,-2.0,-2.31,6.00
2026-04-15,16-07-03,2282.701,-2.0,-2.38,6.00
2026-04-15,16-07-03,2282.711,-2.0,-2.31,6.00
2026-04-15,16-07-03,2282.721,-2.0,-2.25,6.00
2026-04-15,16-07-03,2282.732,-2.0,-2.31,6.00
2026-04-15,16-07-03,2282.741,-2.0,-2.25,6.00
2026-04-15,16-07-03,2282.751,-2.0,-2.31,6.00
2026-04-15,16-07-03,2282.761,-2.0,-2.31,6.00
2026-04-15,16-07-03,2282.771,-2.0,-2.31,5.97
2026-04-15,16-07-03,2282.781,-2.0,-2.38,5.97
2026-04-15,16-07-03,2282.791,-2.0,-2.31,5.97
2026-04-15,16-07-03,2282.801,-2.0,-2.31,5.97
2026-04-15,16-07-03,2282.811,-2.0,-2.31,5.97
2026-04-15,16-07-03,2282.821,-2.0,-2.19,5.97
2026-04-15,16-07-03,2282.831,-2.0,-2.19,5.97
2026-04-15,16-07-03,2282.841,-2.0,-2.31,5.97
2026-04-15,16-07-03,2282.851,-2.0,-2.25,5.97
2026-04-15,16-07-03,2282.861,-2.0,-2.31,5.92
2026-04-15,16-07-03,2282.871,-2.0,-2.25,5.92
2026-04-15,16-07-03,2282.881,-2.0,-2.31,5.92
