"Date","Time","Time (abs)","Actual Axle Torque (Value [Nm])","Steering Wheel Angle (Value [deg])","Vehicle Speed Average Driven (Value [km / h])"
2026-04-15,15-59-25,1825.358,66.0,-271.44,5.06
2026-04-15,15-59-25,1825.374,66.0,-271.50,5.06
2026-04-15,15-59-25,1825.389,66.0,-271.44,5.06
2026-04-15,15-59-25,1825.405,66.0,-271.38,5.06
2026-04-15,15-59-25,1825.421,66.0,-271.50,5.08
2026-04-15,15-59-25,1825.436,66.0,-271.44,5.08
2026-04-15,15-59-25,1825.452,66.0,-271.44,5.08
2026-04-15,15-59-25,1825.468,66.0,-271.44,5.08
2026-04-15,15-59-25,1825.484,66.0,-271.44,5.08
2026-04-15,15-59-25,1825.499,66.0,-271.44,5.08
2026-04-15,15-59-25,1825.515,66.0,-271.44,5.08
2026-04-15,15-59-25,1825.531,66.0,-271.44,5.11
2026-04-15,15-59-25,1825.546,66.0,-271.44,5.11
2026-04-15,15-59-25,1825.562,66.0,-271.44,5.11
2026-04-15,15-59-25,1825.578,66.0,-271.50,5.11
2026-04-15,15-59-25,1825.593,66.0,-271.44,5.11
2026-04-15,15-59-25,1825.609,66.0,-271.44,5.11
2026-04-15,15-59-25,1825.625,66.0,-271.44,5.09
2026-04-15,15-59-25,1825.64,66.0,-271.44,5.09
2026-04-15,15-59-26,1825.656,66.0,-271.44,5.09
2026-04-15,15-59-26,1825.672,66.0,-271.44,5.09
2026-04-15,15-59-26,1825.687,66.0,-271.44,5.09
2026-04-15,15-59-26,1825.704,66.0,-271.44,5.09
2026-04-15,15-59-26,1825.719,66.0,-271.44,5.12
2026-04-15,15-59-26,1825.736,66.0,-271.44,5.12
2026-04-15,15-59-26,1825.751,66.0,-271.44,5.12
2026-04-15,15-59-26,1825.767,66.0,-271.44,5.12
2026-04-15,15-59-26,1825.782,66.0,-271.44,5.12
2026-04-15,15-59-26,1825.798,66.0,-271.38,5.12
2026-04-15,15-59-26,1825.814,70.0,-271.44,5.12
2026-04-15,15-59-26,1825.829,90.0,-271.44,5.11
2026-04-15,15-59-26,1825.846,90.0,-271.50,5.11
2026-04-15,15-59-26,1825.861,90.0,-271.44,5.11
2026-04-15,15-59-26,1825.876,90.0,-271.44,5.11
